SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,ORDER
Upucerthia validirostris jelskii/saturata,Buff-breasted Earthcreeper (Plain-breasted),plbear1,Passeriformes
Upucerthia validirostris validirostris,Buff-breasted Earthcreeper (Buff-breasted),bubear1,Passeriformes
Upucerthia sp.,Upucerthia sp.,upucer1,Passeriformes
Cinclodes pabsti,Long-tailed Cinclodes,lotcin1,Passeriformes
Cinclodes pabsti espinhacensis,Long-tailed Cinclodes (Cipo),lotcin2,Passeriformes
Cinclodes pabsti pabsti,Long-tailed Cinclodes (Long-tailed),lotcin3,Passeriformes
Cinclodes fuscus,Buff-winged Cinclodes,buwcin1,Passeriformes
Cinclodes antarcticus,Blackish Cinclodes,blacin1,Passeriformes
Cinclodes antarcticus maculirostris,Blackish Cinclodes (Black),blacin2,Passeriformes
Cinclodes antarcticus antarcticus,Blackish Cinclodes (Blackish),blacin3,Passeriformes
Cinclodes comechingonus,Cordoba Cinclodes,corcin1,Passeriformes
Cinclodes albidiventris,Chestnut-winged Cinclodes,chwcin1,Passeriformes
Cinclodes olrogi,Olrog's Cinclodes,olrcin1,Passeriformes
Cinclodes albiventris,Cream-winged Cinclodes,crwcin1,Passeriformes
Cinclodes albidiventris/albiventris/fuscus,bar-winged cinclodes sp.,bawcin1,Passeriformes
Cinclodes oustaleti,Gray-flanked Cinclodes,gyfcin1,Passeriformes
Cinclodes excelsior,Stout-billed Cinclodes,stbcin1,Passeriformes
Cinclodes aricomae,Royal Cinclodes,roycin1,Passeriformes
Cinclodes palliatus,White-bellied Cinclodes,whbcin1,Passeriformes
Cinclodes atacamensis,White-winged Cinclodes,whwcin1,Passeriformes
Cinclodes patagonicus,Dark-bellied Cinclodes,dabcin1,Passeriformes
Cinclodes taczanowskii,Surf Cinclodes,surcin1,Passeriformes
Cinclodes nigrofumosus,Seaside Cinclodes,seacin1,Passeriformes
Cinclodes sp.,Cinclodes sp.,cinclo1,Passeriformes
Anabazenops dorsalis,Dusky-cheeked Foliage-gleaner,ducfog1,Passeriformes
Anabazenops fuscus,White-collared Foliage-gleaner,wcfgle1,Passeriformes
Megaxenops parnaguae,Great Xenops,grexen1,Passeriformes
Cichlocolaptes leucophrus,Pale-browed Treehunter,pabtre1,Passeriformes
Cichlocolaptes leucophrus leucophrus,Pale-browed Treehunter (Pale-tailed),pabtre2,Passeriformes
Cichlocolaptes leucophrus holti,Pale-browed Treehunter (Rufous-tailed),pabtre3,Passeriformes
Cichlocolaptes mazarbarnetti,Cryptic Treehunter,crytre1,Passeriformes
Heliobletus contaminatus,Sharp-billed Treehunter,shbtre1,Passeriformes
Heliobletus [undescribed form],Bahia Treehunter (undescribed form),bahtre1,Passeriformes
Philydor fuscipenne,Slaty-winged Foliage-gleaner,swfgle,Passeriformes
Philydor fuscipenne fuscipenne,Slaty-winged Foliage-gleaner (Dusky-winged),slwfog1,Passeriformes
Philydor fuscipenne erythronotum,Slaty-winged Foliage-gleaner (Rufous-backed),slwfog2,Passeriformes
Philydor erythrocercum,Rufous-rumped Foliage-gleaner,rurfog1,Passeriformes
Philydor erythropterum,Chestnut-winged Foliage-gleaner,chwfog1,Passeriformes
Philydor novaesi,Alagoas Foliage-gleaner,alfgle1,Passeriformes
Cichlocolaptes mazarbarnetti/Philydor novaesi,Cryptic Treehunter/Alagoas Foliage-Gleaner,y00969,Passeriformes
Philydor atricapillus,Black-capped Foliage-gleaner,bcfgle1,Passeriformes
Philydor rufum,Buff-fronted Foliage-gleaner,bffgle,Passeriformes
Philydor pyrrhodes,Cinnamon-rumped Foliage-gleaner,crfgle1,Passeriformes
Philydor sp.,Philydor sp.,philyd1,Passeriformes
Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,stfgle1,Passeriformes
Anabacerthia variegaticeps variegaticeps,Scaly-throated Foliage-gleaner (Scaly-throated),sctfog1,Passeriformes
Anabacerthia variegaticeps temporalis,Scaly-throated Foliage-gleaner (Spot-breasted),sctfog2,Passeriformes
Anabacerthia striaticollis,Montane Foliage-gleaner,mofgle1,Passeriformes
Anabacerthia ruficaudata,Rufous-tailed Foliage-gleaner,rutfog1,Passeriformes
Anabacerthia amaurotis,White-browed Foliage-gleaner,whbfog1,Passeriformes
Anabacerthia lichtensteini,Ochre-breasted Foliage-gleaner,obfgle2,Passeriformes
Anabacerthia sp.,Anabacerthia sp.,anabac1,Passeriformes
Syndactyla guttulata,Guttulate Foliage-gleaner,gufgle1,Passeriformes
Syndactyla subalaris,Lineated Foliage-gleaner,lifgle1,Passeriformes
Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,bbfgle1,Passeriformes
Syndactyla ruficollis,Rufous-necked Foliage-gleaner,rnfgle1,Passeriformes
Syndactyla dimidiata,Russet-mantled Foliage-gleaner,rumfog1,Passeriformes
Syndactyla roraimae,White-throated Foliage-gleaner,wtfgle1,Passeriformes
Syndactyla ucayalae,Peruvian Recurvebill,perrec1,Passeriformes
Syndactyla striata,Bolivian Recurvebill,bolrec1,Passeriformes
Syndactyla sp.,Syndactyla sp.,syndac1,Passeriformes
Ancistrops strigilatus,Chestnut-winged Hookbill,chwhoo1,Passeriformes
Clibanornis rectirostris,Chestnut-capped Foliage-gleaner,ccfgle1,Passeriformes
Clibanornis dendrocolaptoides,Canebrake Groundcreeper,cangro1,Passeriformes
Clibanornis erythrocephalus,Henna-hooded Foliage-gleaner,hhfgle1,Passeriformes
Clibanornis rubiginosus,Ruddy Foliage-gleaner,rufgle1,Passeriformes
Clibanornis rubiginosus [rubiginosus Group],Ruddy Foliage-gleaner (Rusty),rudfog1,Passeriformes
Clibanornis rubiginosus [nigricauda Group],Ruddy Foliage-gleaner (Black-tailed),rudfog2,Passeriformes
Clibanornis rubiginosus cinnamomeigula,Ruddy Foliage-gleaner (Cinnamon-throated),rudfog3,Passeriformes
Clibanornis rubiginosus [obscurus Group],Ruddy Foliage-gleaner (Dusky),rudfog4,Passeriformes
Clibanornis rubiginosus watkinsi,Ruddy Foliage-gleaner (Watkins's),rudfog5,Passeriformes
Clibanornis rufipectus,Santa Marta Foliage-gleaner,samfog1,Passeriformes
Thripadectes ignobilis,Uniform Treehunter,unitre1,Passeriformes
Thripadectes flammulatus,Flammulated Treehunter,flatre1,Passeriformes
Thripadectes scrutator,Rufous-backed Treehunter,rubtre1,Passeriformes
Thripadectes holostictus,Striped Treehunter,strtre1,Passeriformes
Thripadectes virgaticeps,Streak-capped Treehunter,stctre1,Passeriformes
Thripadectes rufobrunneus,Streak-breasted Treehunter,stbtre1,Passeriformes
Thripadectes melanorhynchus,Black-billed Treehunter,blbtre1,Passeriformes
Automolus rufipileatus,Chestnut-crowned Foliage-gleaner,ccfgle2,Passeriformes
Automolus melanopezus,Brown-rumped Foliage-gleaner,brfgle1,Passeriformes
Automolus ochrolaemus,Buff-throated Foliage-gleaner,btfgle1,Passeriformes
Automolus ochrolaemus cervinigularis,Buff-throated Foliage-gleaner (Mexican),butfog1,Passeriformes
Automolus ochrolaemus amusos,Buff-throated Foliage-gleaner (amusos),butfog2,Passeriformes
Automolus ochrolaemus hypophaeus,Buff-throated Foliage-gleaner (hypophaeus),butfog3,Passeriformes
Automolus ochrolaemus exsertus,Buff-throated Foliage-gleaner (exsertus),butfog4,Passeriformes
Automolus ochrolaemus pallidigularis,Buff-throated Foliage-gleaner (pallidigularis),butfog5,Passeriformes
Automolus ochrolaemus turdinus,Buff-throated Foliage-gleaner (turdinus),butfog6,Passeriformes
Automolus ochrolaemus ochrolaemus,Buff-throated Foliage-gleaner (ochrolaemus),butfog7,Passeriformes
Automolus ochrolaemus auricularis,Buff-throated Foliage-gleaner (auricularis),butfog8,Passeriformes
Automolus subulatus,Striped Woodhaunter,strwoo1,Passeriformes
Automolus subulatus [virgatus Group],Striped Woodhaunter (Central American),strwoo5,Passeriformes
Automolus subulatus subulatus/lemae,Striped Woodhaunter (Eastern South America),strwoo4,Passeriformes
Automolus infuscatus,Olive-backed Foliage-gleaner,obfgle3,Passeriformes
Automolus infuscatus infuscatus/purusianus,Olive-backed Foliage-gleaner (Olive-backed),olbfog1,Passeriformes
Automolus infuscatus cervicalis/badius,Olive-backed Foliage-gleaner (Olive-capped),olbfog2,Passeriformes
Automolus paraensis,Para Foliage-gleaner,parfog1,Passeriformes
Automolus lammi,Pernambuco Foliage-gleaner,perfog1,Passeriformes
Automolus leucophthalmus,White-eyed Foliage-gleaner,wefgle1,Passeriformes
Automolus sp.,Automolus sp.,automo1,Passeriformes
Furnariidae sp. (foliage-gleaner sp.),foliage-gleaner sp.,foliag1,Passeriformes
Premnoplex brunnescens,Spotted Barbtail,spobar1,Passeriformes
Premnoplex tatei,White-throated Barbtail,whtbar1,Passeriformes
Premnoplex tatei tatei,White-throated Barbtail (White-throated),whtbar2,Passeriformes
Premnoplex tatei pariae,White-throated Barbtail (Paria),whtbar3,Passeriformes
Margarornis bellulus,Beautiful Treerunner,beatre1,Passeriformes
Margarornis rubiginosus,Ruddy Treerunner,rudtre1,Passeriformes
Margarornis stellatus,Fulvous-dotted Treerunner,fudtre1,Passeriformes
Margarornis squamiger,Pearled Treerunner,peatre1,Passeriformes
Aphrastura spinicauda,Thorn-tailed Rayadito,thtray1,Passeriformes
Aphrastura masafuerae,Masafuera Rayadito,masray1,Passeriformes
Sylviorthorhynchus desmursii,Des Murs's Wiretail,demwir1,Passeriformes
Leptasthenura fuliginiceps,Brown-capped Tit-Spinetail,bctspi1,Passeriformes
Leptasthenura yanacensis,Tawny Tit-Spinetail,tatspi1,Passeriformes
Leptasthenura platensis,Tufted Tit-Spinetail,tutspi1,Passeriformes
Leptasthenura aegithaloides,Plain-mantled Tit-Spinetail,pmtspi1,Passeriformes
Leptasthenura aegithaloides grisescens,Plain-mantled Tit-Spinetail (grisescens),plmtis3,Passeriformes
Leptasthenura aegithaloides berlepschi,Plain-mantled Tit-Spinetail (berlepschi),plmtis2,Passeriformes
Leptasthenura aegithaloides aegithaloides,Plain-mantled Tit-Spinetail (aegithaloides),plmtis1,Passeriformes
Leptasthenura aegithaloides pallida,Plain-mantled Tit-Spinetail (pallida),plmtis4,Passeriformes
Leptasthenura striolata,Striolated Tit-Spinetail,sttspi2,Passeriformes
Leptasthenura pileata,Rusty-crowned Tit-Spinetail,rctspi1,Passeriformes
Leptasthenura xenothorax,White-browed Tit-Spinetail,wbtspi1,Passeriformes
Leptasthenura striata,Streaked Tit-Spinetail,sttspi1,Passeriformes
Leptasthenura andicola,Andean Tit-Spinetail,antspi1,Passeriformes
Leptasthenura setaria,Araucaria Tit-Spinetail,artspi1,Passeriformes
Leptasthenura sp.,tit-spinetail sp.,tit-sp1,Passeriformes
Phacellodomus rufifrons,Rufous-fronted Thornbird,ruftho1,Passeriformes
Phacellodomus rufifrons inornatus/castilloi,Rufous-fronted Thornbird (Plain),ruftho3,Passeriformes
Phacellodomus rufifrons [rufifrons Group],Rufous-fronted Thornbird (Rufous-fronted),ruftho2,Passeriformes
Phacellodomus [undescribed form],Mantaro Thornbird (undescribed form),mantho1,Passeriformes
Phacellodomus striaticeps,Streak-fronted Thornbird,stftho1,Passeriformes
Phacellodomus sibilatrix,Little Thornbird,littho1,Passeriformes
Phacellodomus dorsalis,Chestnut-backed Thornbird,chbtho1,Passeriformes
Phacellodomus maculipectus,Spot-breasted Thornbird,spbtho1,Passeriformes
Phacellodomus striaticollis,Freckle-breasted Thornbird,frbtho1,Passeriformes
Phacellodomus ruber,Greater Thornbird,gretho2,Passeriformes
Phacellodomus erythrophthalmus,Orange-eyed Thornbird,oretho1,Passeriformes
Phacellodomus ferrugineigula,Orange-breasted Thornbird,orbtho1,Passeriformes
Phacellodomus erythrophthalmus/ferrugineigula,Orange-eyed/Orange-breasted Thornbird,reetho1,Passeriformes
Phacellodomus sp.,thornbird sp.,thornb2,Passeriformes
Hellmayrea gularis,White-browed Spinetail,whbspi2,Passeriformes
Hellmayrea gularis gularis,White-browed Spinetail (gularis),whbspi3,Passeriformes
Hellmayrea gularis brunneidorsalis,White-browed Spinetail (brunneidorsalis),whbspi4,Passeriformes
Hellmayrea gularis cinereiventris,White-browed Spinetail (cinereiventris),whbspi5,Passeriformes
Hellmayrea gularis rufiventris,White-browed Spinetail (rufiventris),whbspi6,Passeriformes
Anumbius annumbi,Firewood-gatherer,firgat1,Passeriformes
Coryphistera alaudina,Lark-like Brushrunner,lalbru1,Passeriformes
Asthenes dorbignyi,Creamy-breasted Canastero,crbcan1,Passeriformes
Asthenes dorbignyi dorbignyi/consobrina,Creamy-breasted Canastero (Creamy-breasted),crbcan2,Passeriformes
Asthenes dorbignyi arequipae,Creamy-breasted Canastero (Dark-winged),crbcan4,Passeriformes
Asthenes dorbignyi huancavelicae/usheri,Creamy-breasted Canastero (Pale-tailed),crbcan3,Passeriformes
Asthenes berlepschi,Berlepsch's Canastero,bercan1,Passeriformes
Asthenes baeri,Short-billed Canastero,shbcan1,Passeriformes
Asthenes luizae,Cipo Canastero,cipcan1,Passeriformes
Asthenes hudsoni,Hudson's Canastero,hudcan1,Passeriformes
Asthenes anthoides,Austral Canastero,auscan1,Passeriformes
Asthenes urubambensis,Line-fronted Canastero,lifcan1,Passeriformes
Asthenes flammulata,Many-striped Canastero,mascan1,Passeriformes
Asthenes virgata,Junin Canastero,juncan1,Passeriformes
Asthenes maculicauda,Scribble-tailed Canastero,sctcan1,Passeriformes
Asthenes wyatti,Streak-backed Canastero,stbcan1,Passeriformes
Asthenes sclateri,Puna Canastero,puncan1,Passeriformes
Asthenes humilis,Streak-throated Canastero,sttcan1,Passeriformes
Asthenes modesta,Cordilleran Canastero,corcan1,Passeriformes
Asthenes moreirae,Itatiaia Spinetail,itaspi1,Passeriformes
Asthenes pyrrholeuca,Sharp-billed Canastero,shbcan2,Passeriformes
Asthenes harterti,Black-throated Thistletail,bltthi1,Passeriformes
Asthenes helleri,Puna Thistletail,punthi1,Passeriformes
Asthenes ayacuchensis,Ayacucho Thistletail,vilthi3,Passeriformes
Asthenes vilcabambae,Vilcabamba Thistletail,vilthi2,Passeriformes
Asthenes pudibunda,Canyon Canastero,cancan1,Passeriformes
Asthenes ottonis,Rusty-fronted Canastero,rufcan1,Passeriformes
Asthenes heterura,Maquis Canastero,maqcan1,Passeriformes
Asthenes palpebralis,Eye-ringed Thistletail,eyrthi1,Passeriformes
Asthenes coryi,Ochre-browed Thistletail,ocbthi1,Passeriformes
Asthenes perijana,Perija Thistletail,perthi1,Passeriformes
Asthenes fuliginosa,White-chinned Thistletail,whcthi1,Passeriformes
Asthenes griseomurina,Mouse-colored Thistletail,mocthi1,Passeriformes
Asthenes sp.,canastero sp.,canast1,Passeriformes
Acrobatornis fonsecai,Pink-legged Graveteiro,pilgra1,Passeriformes
Metopothrix aurantiaca,Orange-fronted Plushcrown,orfplu2,Passeriformes
Xenerpestes minlosi,Double-banded Graytail,dobgra1,Passeriformes
Xenerpestes singularis,Equatorial Graytail,equgra1,Passeriformes
Siptornis striaticollis,Spectacled Prickletail,spepri1,Passeriformes
Roraimia adusta,Roraiman Barbtail,rorbar1,Passeriformes
Thripophaga macroura,Striated Softtail,strsof1,Passeriformes
Thripophaga cherriei,Orinoco Softtail,orisof1,Passeriformes
Thripophaga amacurensis,Delta Amacuro Softtail,deasof1,Passeriformes
Thripophaga fusciceps,Plain Softtail,plasof1,Passeriformes
Thripophaga berlepschi,Russet-mantled Softtail,rumsof1,Passeriformes
Thripophaga sp.,softtail sp.,softta1,Passeriformes
Limnoctites rectirostris,Straight-billed Reedhaunter,stbree2,Passeriformes
Limnornis curvirostris/Limnoctites rectirostris,Curve-billed/Straight-billed Reedhaunter,y00686,Passeriformes
Cranioleuca marcapatae,Marcapata Spinetail,marspi2,Passeriformes
Cranioleuca marcapatae weskei,Marcapata Spinetail (Pale-crowned),marspi1,Passeriformes
Cranioleuca marcapatae marcapatae,Marcapata Spinetail (Rufous-crowned),marspi4,Passeriformes
Cranioleuca albiceps,Light-crowned Spinetail,licspi1,Passeriformes
Cranioleuca albiceps albiceps,Light-crowned Spinetail (White-crowned),licspi3,Passeriformes
Cranioleuca albiceps discolor,Light-crowned Spinetail (Buffy-crowned),licspi4,Passeriformes
Cranioleuca vulpina,Rusty-backed Spinetail,rubspi4,Passeriformes
Cranioleuca dissita,Coiba Spinetail,rubspi5,Passeriformes
Cranioleuca vulpecula,Parker's Spinetail,parspi1,Passeriformes
Cranioleuca sulphurifera,Sulphur-throated Spinetail,sutspi1,Passeriformes
Cranioleuca subcristata,Crested Spinetail,crespi1,Passeriformes
Cranioleuca pyrrhophia,Stripe-crowned Spinetail,stcspi2,Passeriformes
Cranioleuca henricae,Bolivian Spinetail,bolspi1,Passeriformes
Cranioleuca obsoleta,Olive Spinetail,olispi1,Passeriformes
Cranioleuca pyrrhophia x obsoleta,Stripe-crowned x Olive Spinetail (hybrid),x00740,Passeriformes
Cranioleuca pallida,Pallid Spinetail,palspi1,Passeriformes
Cranioleuca semicinerea,Gray-headed Spinetail,gyhspi1,Passeriformes
Cranioleuca albicapilla,Creamy-crested Spinetail,crcspi1,Passeriformes
Cranioleuca erythrops,Red-faced Spinetail,refspi1,Passeriformes
Cranioleuca demissa,Tepui Spinetail,tepspi1,Passeriformes
Cranioleuca hellmayri,Streak-capped Spinetail,stcspi1,Passeriformes
Cranioleuca curtata,Ash-browed Spinetail,asbspi1,Passeriformes
Cranioleuca antisiensis,Line-cheeked Spinetail,licspi2,Passeriformes
Cranioleuca baroni,Baron's Spinetail,barspi1,Passeriformes
Cranioleuca gutturata,Speckled Spinetail,spespi1,Passeriformes
Cranioleuca muelleri,Scaled Spinetail,scaspi1,Passeriformes
Cranioleuca sp.,Cranioleuca sp.,cranio1,Passeriformes
Pseudasthenes humicola,Dusky-tailed Canastero,dutcan1,Passeriformes
Pseudasthenes patagonica,Patagonian Canastero,patcan2,Passeriformes
Pseudasthenes steinbachi,Steinbach's Canastero,stecan1,Passeriformes
Pseudasthenes cactorum,Cactus Canastero,caccan1,Passeriformes
Spartonoica maluroides,Bay-capped Wren-Spinetail,bcwspi1,Passeriformes
Pseudoseisura cristata,Caatinga Cacholote,caacac1,Passeriformes
Pseudoseisura unirufa,Rufous Cacholote,rufcac2,Passeriformes
Pseudoseisura lophotes,Brown Cacholote,brncac1,Passeriformes
Pseudoseisura gutturalis,White-throated Cacholote,whtcac2,Passeriformes
Certhiaxis cinnamomeus,Yellow-chinned Spinetail,yecspi2,Passeriformes
Certhiaxis mustelinus,Red-and-white Spinetail,rawspi2,Passeriformes
Certhiaxis cinnamomeus/mustelinus,Yellow-chinned/Red-and-white Spinetail,y00970,Passeriformes
Certhiaxis [undescribed form],Araguaia River Spinetail (undescribed form),arrspi1,Passeriformes
Mazaria propinqua,White-bellied Spinetail,whbspi1,Passeriformes
Schoeniophylax phryganophilus,Chotoy Spinetail,chospi2,Passeriformes
Synallaxis scutata,Ochre-cheeked Spinetail,occspi1,Passeriformes
Synallaxis cinerascens,Gray-bellied Spinetail,gybspi1,Passeriformes
Synallaxis gujanensis,Plain-crowned Spinetail,plcspi1,Passeriformes
Synallaxis albilora,White-lored Spinetail,whlspi1,Passeriformes
Synallaxis albilora albilora,White-lored Spinetail (White-lored),whlspi2,Passeriformes
Synallaxis albilora simoni,White-lored Spinetail (Araguaia),whlspi3,Passeriformes
Synallaxis maranonica,Mara–on Spinetail,marspi3,Passeriformes
Synallaxis hypochondriaca,Great Spinetail,grespi2,Passeriformes
Synallaxis stictothorax,Necklaced Spinetail,necspi1,Passeriformes
Synallaxis stictothorax stictothorax/maculata,Necklaced Spinetail (Necklaced),necspi2,Passeriformes
Synallaxis stictothorax chinchipensis,Necklaced Spinetail (Chinchipe),necspi3,Passeriformes
Synallaxis zimmeri,Russet-bellied Spinetail,rubspi3,Passeriformes
Synallaxis brachyura,Slaty Spinetail,slaspi1,Passeriformes
Synallaxis subpudica,Silvery-throated Spinetail,sitspi1,Passeriformes
Synallaxis hellmayri,Red-shouldered Spinetail,resspi2,Passeriformes
Synallaxis ruficapilla,Rufous-capped Spinetail,rucspi1,Passeriformes
Synallaxis cinerea,Bahia Spinetail,bahspi1,Passeriformes
Synallaxis infuscata,Pinto's Spinetail,pinspi1,Passeriformes
Synallaxis [undescribed Amazonian form],Amazonian Spinetail (undescribed form),amaspi1,Passeriformes
Synallaxis moesta,Dusky Spinetail,dusspi1,Passeriformes
Synallaxis macconnelli,McConnell's Spinetail,mccspi1,Passeriformes
Synallaxis cabanisi,Cabanis's Spinetail,cabspi1,Passeriformes
Synallaxis hypospodia,Cinereous-breasted Spinetail,cibspi1,Passeriformes
Synallaxis spixi,Spix's Spinetail,spispi1,Passeriformes
Synallaxis albigularis,Dark-breasted Spinetail,dabspi1,Passeriformes
Synallaxis beverlyae,Rio Orinoco Spinetail,riospi1,Passeriformes
Synallaxis albescens,Pale-breasted Spinetail,pabspi1,Passeriformes
Synallaxis frontalis,Sooty-fronted Spinetail,sofspi1,Passeriformes
Synallaxis azarae,Azara's Spinetail,azaspi1,Passeriformes
Synallaxis [undescribed Mantaro form],Mantaro Spinetail (undescribed form),manspi1,Passeriformes
Synallaxis courseni,Apurimac Spinetail,apuspi1,Passeriformes
Synallaxis azarae/courseni,Azara's/Apurimac Spinetail,y00700,Passeriformes
Synallaxis kollari,Hoary-throated Spinetail,hotspi1,Passeriformes
Synallaxis erythrothorax,Rufous-breasted Spinetail,rubspi2,Passeriformes
Synallaxis candei,White-whiskered Spinetail,whwspi1,Passeriformes
Synallaxis tithys,Blackish-headed Spinetail,blhspi1,Passeriformes
Synallaxis fuscorufa,Rusty-headed Spinetail,ruhspi1,Passeriformes
Synallaxis unirufa,Rufous Spinetail,rufspi1,Passeriformes
Synallaxis unirufa unirufa,Rufous Spinetail (unirufa),rufspi2,Passeriformes
Synallaxis unirufa munoztebari,Rufous Spinetail (munoztebari),rufspi3,Passeriformes
Synallaxis unirufa meridana,Rufous Spinetail (meridana),rufspi4,Passeriformes
Synallaxis unirufa ochrogaster,Rufous Spinetail (ochrogaster),rufspi5,Passeriformes
Synallaxis castanea,Black-throated Spinetail,bltspi1,Passeriformes
Synallaxis cinnamomea,Stripe-breasted Spinetail,stbspi1,Passeriformes
Synallaxis rutilans,Ruddy Spinetail,rudspi1,Passeriformes
Synallaxis cherriei,Chestnut-throated Spinetail,chtspi1,Passeriformes
Synallaxis sp.,Synallaxis sp.,synall1,Passeriformes
Furnariidae sp. (spinetail sp.),spinetail sp.,spinet1,Passeriformes
Furnariidae sp.,Furnariid sp.,furnar1,Passeriformes
Ornithion semiflavum,Yellow-bellied Tyrannulet,yebtyr1,Passeriformes
Ornithion brunneicapillus,Brown-capped Tyrannulet,brctyr,Passeriformes
Ornithion inerme,White-lored Tyrannulet,whltyr1,Passeriformes
Camptostoma imberbe,Northern Beardless-Tyrannulet,nobtyr,Passeriformes
Camptostoma obsoletum,Southern Beardless-Tyrannulet,sobtyr1,Passeriformes
Camptostoma obsoletum [pusillum Group],Southern Beardless-Tyrannulet (Northern),soubet1,Passeriformes
Camptostoma obsoletum [obsoletum Group],Southern Beardless-Tyrannulet (Southern),soubet2,Passeriformes
Suiriri suiriri,Suiriri Flycatcher,suifly1,Passeriformes
Suiriri affinis,Chapada Flycatcher,chafly3,Passeriformes
