,Scientific_Name,Common_Name,Species_Code,Order
8549,Stomiopera flava,Yellow Honeyeater,yelhon1,Passeriformes
8550,Stomiopera unicolor,White-gaped Honeyeater,whghon1,Passeriformes
8551,Purnella albifrons,White-fronted Honeyeater,whfhon1,Passeriformes
8552,Caligavis chrysops,Yellow-faced Honeyeater,yefhon1,Passeriformes
8553,Caligavis subfrenata,Black-throated Honeyeater,blthon1,Passeriformes
8554,Caligavis obscura,Obscure Honeyeater,obshon1,Passeriformes
8555,Lichenostomus melanops,Yellow-tufted Honeyeater,yethon3,Passeriformes
8556,Lichenostomus melanops melanops/meltoni,Yellow-tufted Honeyeater (Yellow-tufted),yethon4,Passeriformes
8557,Lichenostomus melanops cassidix,Yellow-tufted Honeyeater (Helmeted),yethon5,Passeriformes
8558,Lichenostomus cratitius,Purple-gaped Honeyeater,pughon1,Passeriformes
8559,Manorina melanophrys,Bell Miner,belmin1,Passeriformes
8560,Manorina melanocephala,Noisy Miner,noimin1,Passeriformes
8561,Manorina flavigula,Yellow-throated Miner,yetmin1,Passeriformes
8562,Manorina melanotis,Black-eared Miner,blemin1,Passeriformes
8563,Manorina flavigula x melanotis,Yellow-throated x Black-eared Miner (hybrid),x00741,Passeriformes
8564,Manorina sp.,miner sp. (Manorina sp.),miner2,Passeriformes
8565,Melidectes fuscus,Sooty Melidectes,soomel1,Passeriformes
8566,Melidectes nouhuysi,Short-bearded Melidectes,shbmel1,Passeriformes
8567,Melidectes princeps,Long-bearded Melidectes,lobmel1,Passeriformes
8568,Melidectes torquatus,Ornate Melidectes,ornmel1,Passeriformes
8569,Melidectes ochromelas,Cinnamon-browed Melidectes,cibmel1,Passeriformes
8570,Melidectes leucostephes,Vogelkop Melidectes,vogmel1,Passeriformes
8571,Melidectes foersteri,Huon Melidectes,huomel1,Passeriformes
8572,Melidectes belfordi,Belford's Melidectes,belmel1,Passeriformes
8573,Melidectes rufocrissalis,Yellow-browed Melidectes,yebmel1,Passeriformes
8574,Melidectes belfordi x rufocrissalis,Belford's x Yellow-browed Melidectes (hybrid),x00742,Passeriformes
8575,Melidectes sp.,melidectes sp.,melide1,Passeriformes
8576,Bolemoreus frenatus,Bridled Honeyeater,brihon1,Passeriformes
8577,Bolemoreus hindwoodi,Eungella Honeyeater,eunhon1,Passeriformes
8578,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,spchon1,Passeriformes
8579,Anthochaera chrysoptera,Little Wattlebird,bruwat1,Passeriformes
8580,Anthochaera lunulata,Western Wattlebird,litwat1,Passeriformes
8581,Anthochaera phrygia,Regent Honeyeater,reghon1,Passeriformes
8582,Anthochaera carunculata,Red Wattlebird,redwat1,Passeriformes
8583,Anthochaera paradoxa,Yellow Wattlebird,yelwat1,Passeriformes
8584,Anthochaera sp.,wattlebird sp.,wattle1,Passeriformes
8585,Gavicalis versicolor,Varied Honeyeater,varhon1,Passeriformes
8586,Gavicalis fasciogularis,Mangrove Honeyeater,manhon1,Passeriformes
8587,Gavicalis virescens,Singing Honeyeater,sinhon1,Passeriformes
8588,Gavicalis sp.,Gavicalis sp.,gavica1,Passeriformes
8589,Ptilotula ornata,Yellow-plumed Honeyeater,yephon1,Passeriformes
8590,Ptilotula penicillata,White-plumed Honeyeater,whphon1,Passeriformes
8591,Ptilotula flavescens,Yellow-tinted Honeyeater,yethon2,Passeriformes
8592,Ptilotula fusca,Fuscous Honeyeater,fushon1,Passeriformes
8593,Ptilotula keartlandi,Gray-headed Honeyeater,gyhhon1,Passeriformes
8594,Ptilotula plumula,Gray-fronted Honeyeater,gyfhon1,Passeriformes
8595,Stresemannia bougainvillei,Bougainville Honeyeater,bouhon1,Passeriformes
8596,Ramsayornis modestus,Brown-backed Honeyeater,brbhon1,Passeriformes
8597,Ramsayornis fasciatus,Bar-breasted Honeyeater,babhon1,Passeriformes
8598,Conopophila albogularis,Rufous-banded Honeyeater,rubhon2,Passeriformes
8599,Conopophila rufogularis,Rufous-throated Honeyeater,ruthon1,Passeriformes
8600,Conopophila whitei,Gray Honeyeater,gryhon1,Passeriformes
8601,Ashbyia lovensis,Gibber Chat,descha1,Passeriformes
8602,Epthianura crocea,Yellow Chat,yelcha1,Passeriformes
8603,Epthianura tricolor,Crimson Chat,cricha1,Passeriformes
8604,Epthianura aurifrons,Orange Chat,oracha1,Passeriformes
8605,Epthianura albifrons,White-fronted Chat,whfcha1,Passeriformes
8606,Melipotes gymnops,Arfak Honeyeater,arfhon1,Passeriformes
8607,Melipotes fumigatus,Smoky Honeyeater,smohon1,Passeriformes
8608,Melipotes carolae,Foja Honeyeater,washon1,Passeriformes
8609,Melipotes ater,Spangled Honeyeater,spahon1,Passeriformes
8610,Melipotes sp.,Melipotes sp.,melipo1,Passeriformes
8611,Macgregoria pulchra,Macgregor's Honeyeater,machon3,Passeriformes
8612,Melilestes megarhynchus,Long-billed Honeyeater,lobhon2,Passeriformes
8613,Timeliopsis fulvigula,Olive Straightbill,olistr1,Passeriformes
8614,Timeliopsis griseigula,Tawny Straightbill,tawstr1,Passeriformes
8615,Sugomel nigrum,Black Honeyeater,blahon1,Passeriformes
8616,Vosea whitemanensis,Bismarck Honeyeater,bismel1,Passeriformes
8617,Myzomela blasii,Seram Myzomela,sermyz1,Passeriformes
8618,Myzomela albigula,White-chinned Myzomela,whcmyz1,Passeriformes
8619,Myzomela eques,Ruby-throated Myzomela,retmyz1,Passeriformes
8620,Myzomela cineracea,Ashy Myzomela,ashmyz1,Passeriformes
8621,Myzomela obscura,Dusky Myzomela,dusmyz1,Passeriformes
8622,Myzomela obscura rubrobrunnea,Dusky Myzomela (Red-brown),dusmyz2,Passeriformes
8623,Myzomela obscura rubrotincta,Dusky Myzomela (Obi),dusmyz3,Passeriformes
8624,Myzomela obscura simplex/mortyana,Dusky Myzomela (Moluccan),dusmyz4,Passeriformes
8625,Myzomela obscura [obscura Group],Dusky Myzomela (Dusky),dusmyz5,Passeriformes
8626,Myzomela cruentata,Red Myzomela,redmyz1,Passeriformes
8627,Myzomela cruentata cruentata/coccinea,Red Myzomela (Red),redmyz2,Passeriformes
8628,Myzomela cruentata [erythrina Group],Red Myzomela (Reddish),redmyz3,Passeriformes
8629,Myzomela nigrita,Papuan Black Myzomela,blamyz1,Passeriformes
8630,Myzomela pulchella,New Ireland Myzomela,neimyz1,Passeriformes
8631,Myzomela kuehni,Crimson-hooded Myzomela,crhmyz1,Passeriformes
8632,Myzomela [undescribed Alor form],Alor Myzomela (undescribed form),alomyz1,Passeriformes
8633,Myzomela erythrocephala,Red-headed Myzomela,rehmyz1,Passeriformes
8634,Myzomela dammermani,Sumba Myzomela,summyz1,Passeriformes
8635,Myzomela [undescribed Rote form],Rote Myzomela (undescribed form),rotmyz2,Passeriformes
8636,Myzomela adolphinae,Elfin Myzomela,moumyz1,Passeriformes
8637,Myzomela chloroptera,Sulawesi Myzomela,sulmyz1,Passeriformes
8638,Myzomela chloroptera [chloroptera Group],Sulawesi Myzomela (Sulawesi),sulmyz2,Passeriformes
8639,Myzomela chloroptera batjanensis,Sulawesi Myzomela (Bacan),sulmyz3,Passeriformes
8640,Myzomela [undescribed Taliabu form],Taliabu Myzomela (undescribed form),talmyz1,Passeriformes
8641,Myzomela wakoloensis,Wakolo Myzomela,wakmyz1,Passeriformes
8642,Myzomela wakoloensis elisabethae,Wakolo Myzomela (Seram),wakmyz2,Passeriformes
8643,Myzomela wakoloensis wakoloensis,Wakolo Myzomela (Buru),wakmyz3,Passeriformes
8644,Myzomela boiei,Banda Myzomela,banmyz1,Passeriformes
8645,Myzomela caledonica,New Caledonian Myzomela,necmyz1,Passeriformes
8646,Myzomela sanguinolenta,Scarlet Myzomela,scamyz1,Passeriformes
8647,Myzomela rubratra,Micronesian Myzomela,micmyz1,Passeriformes
8648,Myzomela cardinalis,Cardinal Myzomela,carmyz1,Passeriformes
8649,Myzomela cardinalis lifuensis,Cardinal Myzomela (Loyalty),carmyz2,Passeriformes
8650,Myzomela cardinalis [cardinalis Group],Cardinal Myzomela (Cardinal),carmyz3,Passeriformes
8651,Myzomela nigriventris,Samoan Myzomela,carmyz4,Passeriformes
8652,Myzomela chermesina,Rotuma Myzomela,rotmyz1,Passeriformes
8653,Myzomela sclateri,Sclater's Myzomela,scbmyz1,Passeriformes
8654,Myzomela pammelaena,Bismarck Black Myzomela,ebomyz1,Passeriformes
8655,Myzomela lafargei,Scarlet-naped Myzomela,scnmyz1,Passeriformes
8656,Myzomela eichhorni,Yellow-vented Myzomela,yevmyz1,Passeriformes
8657,Myzomela malaitae,Red-bellied Myzomela,rebmyz1,Passeriformes
8658,Myzomela melanocephala,Black-headed Myzomela,blhmyz1,Passeriformes
8659,Myzomela tristrami,Sooty Myzomela,soomyz1,Passeriformes
8660,Myzomela jugularis,Orange-breasted Myzomela,orbmyz1,Passeriformes
8661,Myzomela erythromelas,Black-bellied Myzomela,blbmyz1,Passeriformes
8662,Myzomela vulnerata,Black-breasted Myzomela,bkbmyz1,Passeriformes
8663,Myzomela rosenbergii,Red-collared Myzomela,recmyz1,Passeriformes
8664,Myzomela rosenbergii rosenbergii/wahgiensis,Red-collared Myzomela (Red-collared),recmyz2,Passeriformes
8665,Myzomela rosenbergii longirostris,Red-collared Myzomela (Long-billed),recmyz3,Passeriformes
8666,Myzomela sp.,myzomela sp.,myzome1,Passeriformes
8667,Gliciphila undulata,Barred Honeyeater,barhon2,Passeriformes
8668,Gliciphila melanops,Tawny-crowned Honeyeater,tachon1,Passeriformes
8669,Gliciphila notabilis,Vanuatu Honeyeater,nehhon1,Passeriformes
8670,Glycichaera fallax,Green-backed Honeyeater,grbhon1,Passeriformes
8671,Ptiloprora plumbea,Leaden Honeyeater,leahon1,Passeriformes
8672,Ptiloprora meekiana,Yellow-streaked Honeyeater,olshon1,Passeriformes
8673,Ptiloprora erythropleura,Rufous-sided Honeyeater,rushon1,Passeriformes
8674,Ptiloprora mayri,Mayr's Honeyeater,mayhon1,Passeriformes
8675,Ptiloprora guisei,Rufous-backed Honeyeater,rubhon1,Passeriformes
8676,Ptiloprora perstriata,Gray-streaked Honeyeater,blbhon1,Passeriformes
8677,Cissomela pectoralis,Banded Honeyeater,banhon1,Passeriformes
8678,Lichmera lombokia,Sunda Honeyeater,sunhon1,Passeriformes
8679,Lichmera argentauris,Olive Honeyeater,olihon1,Passeriformes
8680,Lichmera indistincta,Brown Honeyeater,brohon1,Passeriformes
8681,Lichmera limbata,Indonesian Honeyeater,indhon1,Passeriformes
8682,Lichmera incana,Dark-brown Honeyeater,dabhon1,Passeriformes
8683,Lichmera squamata,White-tufted Honeyeater,whthon2,Passeriformes
8684,Lichmera alboauricularis,Silver-eared Honeyeater,siehon1,Passeriformes
8685,Lichmera deningeri,Buru Honeyeater,burhon1,Passeriformes
8686,Lichmera monticola,Seram Honeyeater,serhon1,Passeriformes
8687,Lichmera flavicans,Yellow-eared Honeyeater,yeehon1,Passeriformes
8688,Lichmera notabilis,Black-chested Honeyeater,blchon1,Passeriformes
8689,Phylidonyris pyrrhopterus,Crescent Honeyeater,crehon2,Passeriformes
8690,Phylidonyris novaehollandiae,New Holland Honeyeater,nehhon2,Passeriformes
8691,Phylidonyris niger,White-cheeked Honeyeater,whchon2,Passeriformes
8692,Trichodere cockerelli,White-streaked Honeyeater,whshon1,Passeriformes
8693,Nesoptilotis leucotis,White-eared Honeyeater,whehon1,Passeriformes
8694,Nesoptilotis flavicollis,Yellow-throated Honeyeater,yethon1,Passeriformes
8695,Entomyzon cyanotis,Blue-faced Honeyeater,blfhon1,Passeriformes
8696,Entomyzon cyanotis albipennis,Blue-faced Honeyeater (White-quilled),bufhon1,Passeriformes
8697,Entomyzon cyanotis [cyanotis Group],Blue-faced Honeyeater (Blue-faced),bufhon2,Passeriformes
8698,Melithreptus albogularis,White-throated Honeyeater,whthon1,Passeriformes
